feature,type,psi_val2016_to_oot2017,psi_band,jsd,validation_missing_rate,oot_missing_rate,missingness_shift_pp,missingness_band,importance,importance_norm,normalized_drift,drift_materiality_score
num_rev_accts,numeric,0.006105758242017962,GREEN,0.0007628245435016075,0.0,0.0,0.0,GREEN,0.7230807742094542,0.04691754416428352,0.02442303296807185,0.0011458687279052634
total_rev_hi_lim,numeric,0.004118394802598688,GREEN,0.0005146299733177618,0.0,0.0,0.0,GREEN,1.0582500450455707,0.06866521002382284,0.016473579210394752,0.0011311617763258373
time_to_earliest_cr_line,numeric,0.0027906306336077497,GREEN,0.00034876630329700223,0.0,0.0,0.0,GREEN,1.5080926043695941,0.0978535232757329,0.011162522534430999,0.0010922921586388368
fico_x_dti,numeric,0.0030205560555441784,GREEN,0.00037743733477540705,0.0,0.0,0.0,GREEN,1.318383062869063,0.08554410210287941,0.012082224222176714,0.0010335630224917675
tot_hi_cred_lim,numeric,0.003968507053297936,GREEN,0.000495839682933423,0.0,0.0,0.0,GREEN,0.8849414513989142,0.057419974516964366,0.015874028213191744,0.0009114862954830433
recent_open_share,numeric,0.0026331644798455165,GREEN,0.0003290452128142246,0.0,0.0,0.0,GREEN,1.3235985222420252,0.08588251041657785,0.010532657919382066,0.0009045711034755815
mort_acc,numeric,0.0017676305774732355,GREEN,0.00022080848456455977,0.0,0.0,0.0,GREEN,1.8841884801351867,0.12225673726040694,0.007070522309892942,0.0008644189883344269
total_acc,numeric,0.004063314775258037,GREEN,0.0005077007153951331,0.0,0.0,0.0,GREEN,0.7987319524760254,0.05182621775096887,0.016253259101032147,0.0008423449453330086
num_actv_bc_tl,numeric,0.00512601302720992,GREEN,0.0006404211908043423,0.0,0.0,0.0,GREEN,0.5831747660236858,0.037839656116325275,0.02050405210883968,0.0007758662807897075
mths_since_last_delinq,numeric,0.003894038653423275,GREEN,0.0004866246708963842,0.47746940141518457,0.5041043847945547,2.663498337937009,AMBER,0.7048137251333461,0.04573227536396665,0.0155761546136931,0.0007123329919051324
credit_history_log,numeric,0.0027906306336077497,GREEN,0.00034876630329700223,0.0,0.0,0.0,GREEN,0.9517987932251616,0.06175805457623438,0.011162522534430999,0.0006893756758898357
num_bc_tl,numeric,0.004917514397049658,GREEN,0.0006144465654810516,0.0,0.0,0.0,GREEN,0.5295178181767036,0.03435809180135123,0.019670057588198633,0.000675825644353194
mo_sin_rcnt_rev_tl_op,numeric,0.0028532792638540977,GREEN,0.00035649792410967105,0.0,0.0,0.0,GREEN,0.8689541712536132,0.05638262993661094,0.01141311705541639,0.000643501555358765
open_to_total_acc,numeric,0.0011778615094101424,GREEN,0.00014721707176494766,0.0,0.0,0.0,GREEN,1.958994972751926,0.12711060289520856,0.00471144603764057,0.0005988747463527343
tot_cur_bal,numeric,0.006137398351803742,GREEN,0.0007668345334831024,0.0,0.0,0.0,GREEN,0.3673365288186926,0.023834858329414396,0.024549593407214968,0.0005851360809056945
pct_tl_nvr_dlq,numeric,0.0030841377113011693,GREEN,0.00038545689690997094,0.0,0.0,0.0,GREEN,0.7119799905927556,0.046197262939597354,0.012336550845204677,0.0005699148831636324
total_bal_ex_mort,numeric,0.004293254270757014,GREEN,0.0005361930332369995,0.0,0.0,0.0,GREEN,0.4724337759352218,0.030654158342646454,0.017173017083028055,0.0005264243848841145
acc_open_past_24mths,numeric,0.0006412583299717952,GREEN,8.015288940943624e-05,0.0,0.0,0.0,GREEN,2.9040116852363016,0.1884285979593788,0.002565033319887181,0.0004833256321854323
mths_since_recent_inq,numeric,0.0022207003256299778,GREEN,0.0002775396867567898,0.0967202141900937,0.09450261188123289,-0.2217602308860811,GREEN,0.6648411841447431,0.04313863226891713,0.008882801302519911,0.00038319189890726455
pub_rec,numeric,0.004599241180266767,GREEN,0.0005715659849778302,0.0,0.0,0.0,GREEN,0.29513092350369546,0.01914975287908764,0.01839696472106707,0.0003522973281337278
mo_sin_rcnt_tl,numeric,0.001320747079275872,GREEN,0.00016506212955850834,0.0,0.0,0.0,GREEN,0.8765229570794465,0.05687373529567927,0.005282988317103488,0.00030046327911710985
mths_since_last_major_derog,numeric,0.0026656067833669655,GREEN,0.00033302022405090614,0.7113334289539108,0.7296533321272699,1.8319903173359076,GREEN,0.40941609575116467,0.026565217108662338,0.010662427133467862,0.000283249691705866
num_sats,numeric,0.0027913328878078573,GREEN,0.000348788567951143,0.0,0.0,0.0,GREEN,0.3523339599400133,0.022861407349871066,0.011165331551231429,0.0002552551927890695
delinq_2yrs,numeric,0.0014201914149199817,GREEN,0.0001773845828208693,0.0,0.0,0.0,GREEN,0.647813248449295,0.042033764108245567,0.005680765659679927,0.00023878396369320806
open_acc,numeric,0.0028808031566942365,GREEN,0.00035996378497963775,0.0,0.0,0.0,GREEN,0.30030135289630694,0.019485239394603664,0.011523212626776946,0.00022453255662766852
application_type,categorical,0.07324663828976218,GREEN,0.008549460019862223,0.0,0.0,0.0,GREEN,0.010159880619173044,0.0006592301505665825,0.2929865531590487,0.00019314556955302373
total_il_high_credit_limit,numeric,0.0005615020073678743,GREEN,7.018466499763491e-05,0.0,0.0,0.0,GREEN,1.129907757189663,0.07331476508619834,0.002246008029471497,0.00016466555106241806
num_tl_op_past_12m,numeric,0.0010250382725926028,GREEN,0.00012811675669551457,0.0,0.0,0.0,GREEN,0.45216997300316586,0.029339328930897114,0.004100153090370411,0.00012029574018541182
num_il_tl,numeric,0.0005650477151161499,GREEN,7.062735884782621e-05,0.0,0.0,0.0,GREEN,0.8031966107265212,0.05211590986852667,0.0022601908604645998,0.00011779190316964083
pub_rec_bankruptcies,numeric,0.0020844699206814905,GREEN,0.00025800582351435616,0.0,0.0,0.0,GREEN,0.2175326667706613,0.014114741899402903,0.008337879682725962,0.00011768701970995233
inq_last_6mths,numeric,0.0014361048523593633,GREEN,0.00017926148019263045,0.0,0.0,0.0,GREEN,0.2766128470652361,0.017948196012790258,0.005744419409437453,0.00010310196554026027
inquiry_pressure,numeric,0.0014361048523593633,GREEN,0.00017926148019263045,0.0,0.0,0.0,GREEN,0.19113228137320845,0.012401736531235967,0.005744419409437453,7.12407760407614e-05
very_recent_open_share,numeric,6.761033529543483e-05,GREEN,8.451260878366765e-06,0.0,0.0,0.0,GREEN,1.1830067693486428,0.07676012739827541,0.00027044134118173934,2.0759111802870776e-05
num_accts_ever_120_pd,numeric,0.0003874027639366677,GREEN,4.84184889617353e-05,0.0,0.0,0.0,GREEN,0.12772052957253568,0.008287225716181646,0.0015496110557466707,1.28419765912632e-05
tot_coll_amt,numeric,4.559621459251877e-05,GREEN,5.699443481175354e-06,0.0,0.0,0.0,GREEN,0.2734370163632282,0.017742130269467672,0.00018238485837007509,3.2358959163802837e-06
experience_c,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.0,0.0,0.0,0.0
has_public_record,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.20783071169659262,0.013485224531630022,0.0,0.0
has_bankruptcy,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.14327881102961992,0.009296734450777952,0.0,0.0
has_mortgage_account,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.18026161095102702,0.011696386343788818,0.0,0.0
fico_source_width,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.00012282946463892052,7.969865936723872e-06,0.0,0.0
num_tl_90g_dpd_24m,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.09646444041156359,0.006259154999993714,0.0,0.0
collections_12_mths_ex_med,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.027948447612112383,0.0018134523443775203,0.0,0.0
chargeoff_within_12_mths,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.06956274268802251,0.004513621670859956,0.0,0.0
tax_liens,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.02184933276028878,0.001417707497287199,0.0,0.0
has_recent_90dpd,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.0354118498853217,0.002297719826322325,0.0,0.0
has_ever_120pd,numeric,0.0,GREEN,0.0,0.0,0.0,0.0,GREEN,0.07016346381994347,0.004552599833801896,0.0,0.0
